わんりょく	腕力
じゅくじくん	熟字訓
じゅくし	熟柿
しゅくじ	祝辞
しゅくさつ	縮刷
じゅくこう	熟考
じゅくご	熟語
しゅくぎ	祝儀
しゅくがん	宿願
しゅくが	祝賀
しゅくえん	祝宴
しゅくい	祝意
じゅく	熟
じゅく	塾
じゅく	宿
しゅく	祝
しゅく	宿
じゅぎょう	授業
しゅぎょう	修行
しゅきゅうは	守旧派
じゅきゅう	需給
じゅきゅう	受給
しゅぎ	主義
しゅき	手記
しゅがん	主眼
しゅかん	主観
しゅかん	主幹
しゅかく	主格
じゅかい	樹海
しゅかい	主魁
しゅえん	主演
しゅえい	守衛
しゅうわい	収賄
しゅうろん	修論
しゅうろく	集録
しゅうろく	収録
しゅうろう	就労
しゅうれん	修練
しゅうれん	収斂
じゅうれつ	縦列
しゅうれい	秋冷
じゅうりん	蹂躙
しゅうりん	秋霖
じゅうりょく	重力
じゅうりょうぜい	従量税
しゅうりょうご	終了後
じゅうりょうあげ	重量挙げ
じゅうりょう	重量
しゅうりょう	終了
しゅうりょう	修了
しゅうりょう	収量
しゅうり	修理
じゅうらん	縦覧
しゅうらく	集落
じゅうらい	従来
しゅうらい	襲来
じゅうようし	重要視
じゅうよう	重要
じゅうよう	充用
しゅうよう	修養
しゅうよう	収用
しゅうよう	収容
しゅうゆう	周遊
じゅうゆ	重油
じゅうやく	重役
しゅうやく	集約
しゅうや	終夜
じゅうもんじ	十文字
しゅうもく	衆目
じゅうもう	絨毛
じゅうめん	渋面
しゅうめい	襲名
じゅうみんぜい	住民税
じゅうみんか	住民課
じゅうみん	住民
しゅうみん	就眠
じゅうまん	充満
しゅうまつ	週末
しゅうまつ	終末
しゅうまく	終幕
しゅうまい	焼売
じゅうぼく	従僕
じゅうほう	銃砲
しゅうぼう	醜貌
しゅうぼう	衆望
しゅうほう	週報
しゅうへん	周辺
しゅうへき	習癖
じゅうぶん	十分
じゅうぶん	充分
しゅうぶん	醜聞
しゅうぶん	秋分
じゅうふく	重複
しゅうふく	修復
じゅうびょう	重病
じゅうはん	重版
しゅうばん	終盤
じゅうばつ	重罰
しゅうばつ	秀抜
しゅうはすう	周波数
しゅうばす	終バス
じゅうばこ	重箱
しゅうはい	集配
しゅうは	秋波
しゅうは	宗派
しゅうは	周波
しゅうのう	収納
しゅうねん	周年
しゅうねん	執念
じゅうにん	住人
しゅうにん	就任
しゅうにゅう	収入
じゅうにしちょう	十二指腸
じゅうにし	十二支
じゅうなん	柔軟
しゅうとめ	姑
しゅうとく	習得
しゅうとく	拾得
しゅうとく	修得
しゅうとく	収得
じゅうどう	柔道
じゅうとう	充当
しゅうどう	修道
しゅうとう	周到
しゅうと	姑
じゅうでん	充電
じゅうてん	重点
じゅうてん	充填
しゅうでん	終電
しゅうてん	終点
しゅうちょう	酋長
しゅうちゅう	集中
しゅうちゃく	終着
しゅうちゃく	執着
しゅうちく	修築
しゆうち	私有地
しゅうち	羞恥
しゅうち	習知
しゅうち	周知
じゅうだん	銃弾
じゅうだん	縦断
じゅうたん	絨毯
しゅうだん	集団
しゅうたん	終端
しゅうたん	愁嘆
じゅうたくち	住宅地
じゅうたくがい	住宅街
じゅうたく	住宅
しゅうたいせい	集大成
じゅうだい	重大
じゅうたい	重体
じゅうたい	渋滞
しゅうたい	醜態
じゅうぞく	従属
じゅうそく	充足
しゅうぞく	習俗
しゅうそく	集束
しゅうそく	終息
しゅうそく	収束
じゅうそう	重曹
じゅうそう	重奏
じゅうそう	縦走
しゅうそ	臭素
しゅうそ	愁訴
じゅうぜん	従前
じゅうぜん	十全
しゅうぜん	修繕
しゅうせん	終戦
しゅうせん	周旋
じゅうせき	重責
しゅうせき	集積
じゅうぜい	重税
じゅうせい	銃声
しゅうせい	集成
しゅうせい	習性
しゅうせい	終生
しゅうせい	修正
しゅうせい	修整
じゅうすい	重水
じゅうしん	銃身
じゅうしん	重心
しゅうじん	衆人
しゅうじん	囚人
しゅうしん	終身
しゅうしん	就寝
しゅうしん	執心
じゅうしょろく	住所録
しゅうじょし	終助詞
しゅうしょくし	修飾子
じゅうしょく	住職
しゅうしょく	修飾
しゅうしょく	就職
じゅうじょう	重畳
じゅうしょう	重賞
じゅうしょう	重症
じゅうしょう	重唱
じゅうしょう	重傷
しゅうしょう	愁傷
しゅうしょう	周章
じゅうしょ	住所
じゅうじゅん	従順
しゅうじゅく	習熟
しゅうしゅく	収縮
じゅうじゅう	重々
しゅうしゅう	蒐集
しゅうしゅう	収集
しゅうしゅう	収拾
じゅうじつ	充実
しゅうじつ	終日
じゅうじ	従事
じゅうじ	十時
じゅうじ	十字
じゅうし	重視
しゅうじ	習字
しゅうじ	修辞
しゅうし	終止
しゅうし	終始
しゅうし	修士
しゅうし	宗旨
しゅうし	収支
しゅうさん	蓚酸
しゅうさん	集散
しゅうさん	衆参
じゅうさつ	銃殺
しゅうさく	習作
しゅうさく	秀作
じゅうざい	重罪
しゅうさい	秀才
しゅうさい	収載
じゅうこん	重婚
じゅうこうぎょう	重工業
じゅうこう	銃口
じゅうこう	重工
じゅうこう	重厚
しゅうごう	集合
しゅうこう	醜行
しゅうこう	修好
しゅうこう	就航
しゅうこう	周航
しゅうげん	祝言
しゅうけん	集権
じゅうけつ	充血
しゅうけつ	集結
しゅうけつ	終結
じゅうげき	銃撃
しゅうげき	襲撃
じゅうけいしょう	重軽傷
じゅうけい	重刑
しゅうけい	集計
じゅうきんぞく	重金属
しゅうきん	集金
しゅうきょく	褶曲
しゅうきょく	終曲
しゅうきょく	終局
しゅうきょうほうじん	宗教法人
じゅうぎょういん	従業員
じゆうぎょう	自由業
しゅうぎょう	終業
しゅうぎょう	修業
しゅうぎょう	就業
しゅうきょう	宗教
じゅうきょ	住居
しゅうきゅう	週給
しゅうきゅう	週休
しゅうきゅう	蹴球
じゅうき	銃器
じゅうき	什器
しゅうぎ	祝儀
しゅうき	終期
しゅうき	周期
しゅうき	周忌
しゅうかんし	週刊誌
じゅうがん	銃眼
じゅうかん	重患
じゅうかん	縦貫
じゅうかん	獣姦
しゅうかん	週間
しゅうかん	週刊
しゅうかん	習慣
しゅうがく	修学
しゅうがく	就学
しゅうかく	収穫
しゅうかい	集会
しゅうかい	周回
しゅうか	集荷
じゅうおう	縦横
しゅうえん	終焉
しゅうえき	就役
しゅうえき	収益
しゅうう	驟雨
しゅういん	衆院
しゅういつ	秀逸
じゅうい	獣医
しゅうい	拾遺
しゅうい	周囲
じゅうあつ	重圧
じゆう	自由
じゆう	事由
じゅう	中
じゅう	銃
じゅう	重
じゅう	十
じゅう	拾
しゆう	雌雄
しゆう	私有
しゅう	集
しゅう	週
しゅう	秀
しゅう	洲
しゅう	州
しゅう	周
しゅいん	主因
しゅい	首位
しゅい	趣意
しゅい	主意
しゅ	種
しゅ	朱
しゅ	主
じゃんそう	雀荘
しゃれき	社歴
しゃれい	謝礼
しゃれ	洒落
しゃりん	車輪
しゃりょう	車両
じゃり	砂利
しゃよう	社用
しゃめん	斜面
しゃめい	社名
しゃみせん	三味線
しゃみ	三味
しゃみ	沙弥
じゃま	邪魔
しゃへん	斜辺
しゃへい	遮蔽
しゃべ	喋
しゃふつ	煮沸
しゃふう	社風
しゃふ	写譜
しゃひ	社費
じゃのめ	蛇の目
しゃにむに	遮二無二に
しゃにくさい	謝肉祭
しゃない	車内
しゃない	社内
じゃどう	邪道
しゃどう	車道
しゃてき	射的
しゃてい	射程
しゃてい	舎弟
しゃっこう	赤口
しゃっけい	借景
じゃっく	惹句
しゃっきん	借金
じゃっき	惹起
じゃっかん	若干
しゃっかん	借款
しゃつ	シャツ
しゃちょう	社長
しゃちゅう	車中
しゃちゅう	社中
しゃち	鯱
しゃだんほうじん	社団法人
しゃだんき	遮断器
しゃだん	遮断
しゃだん	社団
しゃたく	社宅
しゃたい	車体
しゃたい	斜体
しゃそく	車速
しゃぞう	写像
しゃそう	車窓
しゃそう	社葬
しゃせん	車線
しゃせん	斜線
しゃぜつ	謝絶
しゃせつ	社説
しゃせい	射精
しゃせい	写生
じゃすい	邪推
じゃしん	邪心
しゃしん	写真
しゃしょく	写植
しゃじょう	謝状
しゃしょう	車掌
しゃしょう	捨象
しゃしゅつ	射出
しゃしゅ	車種
じゃじゃうま	じゃじゃ馬
しゃじつ	写実
しゃじく	車軸
しゃじ	謝辞
しゃじ	社寺
しゃし	奢侈
しゃし	社史
しゃし	斜視
しゃさつ	射殺
しゃざい	謝罪
しゃさい	車載
しゃさい	社債
しゃこう	遮光
しゃこう	車高
しゃこう	社交
しゃこう	斜行
しゃこう	斜交
しゃこ	車庫
じゃけん	邪慳
しゃけん	車検
しゃげき	射撃
しゃけ	鮭
しゃくりょう	酌量
じゃくら	雀羅
しゃくよう	借用
じゃくやく	雀躍
しゃくやく	芍薬
しゃくめい	釈明
しゃくほう	釈放
しゃくはち	尺八
じゃくはい	若輩
じゃくねん	若年
しゃくねつ	灼熱
じゃくにくきょうしょく	弱肉強食
しゃくとりむし	尺取虫
しゃくど	尺度
じゃくてん	弱点
じゃぐち	蛇口
しゃくち	借地
しゃくぜん	釈然
じゃくしん	弱震
じゃくしょう	弱小
しゃくじょう	錫杖
しやくしょ	市役所
じゃくしゃ	弱者
しゃくしじょうぎ	杓子定規
しゃくじい	石神井
じゃくし	弱視
しゃくし	杓子
しゃくざい	借財
しゃくい	爵位
じゃく	弱
じゃく	寂
しやく	試薬
しゃく	癪
しゃく	酌
しゃく	杓
しゃく	尺
しゃく	勺
しゃぎょう	社業
しゃきょう	写経
じゃき	邪気
しゃがいひ	社外秘
しゃがい	社外
しゃかい	社会
しゃか	釈迦
しゃおん	遮音
しゃおん	謝恩
しゃおく	社屋
しゃえい	射影
しゃうん	社運
しゃいん	社員
しゃい	謝意
じゃあく	邪悪
じゃ	蛇
しや	視野
しゃ	車
しゃ	謝
しゃ	紗
しゃ	社
じもん	自問
しもん	諮問
しもん	試問
しもん	指紋
しもやけ	霜焼け
しもべ	僕
しもはんき	下半期
しもばしら	霜柱
じもと	地元
しもて	下手
しもつき	霜月
しもじも	下々
しもざ	下座
じもく	耳目
しもき	下期
しもがれ	霜枯れ
しも	霜
しも	下
しめんたい	四面体
しめんそか	四面楚歌
じめん	地面
しめん	誌面
しめん	紙面
しめび	締日
しめび	締め日
しめて	締めて
しめっぽ	湿っぽ
しめつけ	締め付け
しめつけ	締めつけ
じめつ	自滅
しめつ	死滅
しめだ	締め出
しめし	示し
しめくく	締めくく
しめきりび	締切日
しめきり	締切り
しめきり	締切
しめきり	〆切り
しめきり	〆切
しめき	閉め切
しめき	締め切
じめい	自明
しめい	氏名
しめい	指命
しめい	指名
しめい	使命
しめ	閉め
しめ	締め
しめ	締
しめ	占め
しめ	湿
しめ	示
しめ	絞め
じむしょ	事務所
しむけ	仕向け
しむけ	仕向
じむきょく	事務局
じむき	事務機
じむ	事務
しみんぜい	市民税
しみん	市民
しみょう	至妙
しみゃく	支脈
しみぬき	染み抜き
しみどうふ	凍み豆腐
しみつ	染み付
しみつ	染み着
じみち	地道
しみず	清水
しみこ	染み込
じみ	地味
しみ	凍み
しみ	染み
しみ	浸み
しみ	紙魚
じまん	自慢
しまつ	始末
しまぐに	島国
じまく	字幕
しまかげ	島陰
じまえ	自前
しまい	終い
しまい	姉妹
じま	島
しま	閉ま
しま	島
しま	締ま
しま	縞
しま	仕舞
しほんきん	資本金
しほんか	資本家
しほん	資本
しぼりだ	絞り出
しぼりあげ	搾り上げ
しぼりあげ	絞り上げ
しぼつ	死没
しほうしょし	司法書士
しぼうさん	脂肪酸
しぼうこう	志望校
じぼう	自暴
じほう	時報
しぼう	脂肪
しぼう	死亡
しぼう	志望
しほう	至宝
しほう	四方
しほう	司法
しぼ	思慕
しぼ	搾
しぼ	絞
しぼ	萎
じへん	事変
しべん	至便
しべん	思弁
しべつ	死別
じへいしょう	自閉症
しへい	紙幣
しべ	蕊
しぶんぎ	四分儀
じぶん	自分
じぶん	時分
しぶん	詩文
しふん	脂粉
しふん	私憤
じぶつ	事物
しぶつ	私物
しぶしぶ	渋々
しふく	雌伏
しふく	至福
しふく	私腹
しふく	私服
しぶかわ	渋皮
しぶがき	渋柿
じふ	自負
しぶ	渋
しぶ	支部
しぶ	市部
しびれ	痺れ
じびょう	持病
じひょう	辞表
しひょう	指標
しびと	死人
じひつ	自筆
じびき	字引
じびか	耳鼻科
じひ	自費
じひ	慈悲
しひ	市費
しはんだい	師範代
じはんき	自販機
しはんき	四半期
じばん	地盤
しはん	死斑
しはん	師範
しはん	市販
しばりつけ	縛り付け
しばらく	暫く
しはらいにん	支払人
しはらい	支払
しばふ	芝生
しばづけ	柴漬け
じはつ	自発
しはつ	始発
じはだ	地肌
しばし	暫し
じばくれい	地縛霊
じばく	自爆
じはく	自白
しはいにん	支配人
しばい	芝居
しはい	賜杯
しはい	紙背
しはい	支配
じば	地場
しば	縛
しば	芝
しば	柴
しのぶ	忍
しのびよ	忍び寄
しのびこ	忍び込
しの	凌
しの	忍
しの	偲
しの	篠
しねん	思念
